"y";"c";"ncomp";"nperc";"area3";"sex";"anasc";"eta";"yearedu"
48020,144595;19600;2;2;3;1;1929;85;18
43089,960501;19800;3;3;3;2;1946;68;13
31010,243081;14400;3;2;3;2;1976;38;13
38299,332675;12000;2;2;3;1;1940;74;18
10406,597507;9600;3;1;3;1;1980;34;8
20531,701686;18000;2;2;1;2;1938;76;5
70014,661126;48400;2;2;2;1;1939;75;13
67821,189837;37600;3;3;2;2;1959;55;8
60926,713906;57700;3;3;1;2;1967;47;11
98198,549108;87000;2;1;1;1;1942;72;18
38095,884188;21700;3;2;2;2;1975;39;13
54053,387303;24000;2;2;1;1;1954;60;18
7257,2037364;13200;1;1;1;1;1960;54;8
32038,059932;28400;2;1;1;2;1947;67;13
23503,214751;15300;1;1;1;2;1968;46;13
9125,6569707;8640;1;1;2;1;1935;79;5
23869,322252;19200;1;1;2;1;1940;74;8
31636,652815;27500;2;2;2;2;1949;65;8
61102,048989;50500;1;1;2;2;1965;49;18
25263,941592;17300;2;2;2;2;1961;53;13
27418,326408;33500;1;1;2;2;1973;41;18
33503,665282;26880;5;4;2;1;1955;59;18
128060,35375;70500;3;2;2;1;1957;57;18
21214,613319;27700;1;1;2;2;1949;65;18
14304,116031;13200;2;1;3;2;1954;60;13
71553,044594;14650;4;4;1;2;1959;55;8
32516,059361;15500;1;1;1;2;1972;42;13
17506,147744;14980;1;1;1;2;1947;67;8
8450;12060;1;1;1;2;1933;81;5
35281,002487;38400;4;2;1;1;1968;46;18
39560,340387;32300;2;2;1;2;1940;74;13
22004,215074;20749;2;1;3;2;1972;42;21
25661,832641;21600;7;3;3;1;1966;48;8
11005,982151;13800;4;1;3;1;1959;55;8
9800;9200;3;1;3;2;1967;47;8
22244,568974;16200;2;1;3;1;1958;56;13
23888,665282;21600;4;2;3;1;1960;54;8
26507,122126;16200;4;2;3;1;1962;52;8
18446,492221;17300;2;1;3;1;1962;52;11
10800;6400;1;1;3;2;1931;83;5
28217,705596;20800;2;1;3;1;1932;82;5
15331,959359;13200;1;1;1;2;1928;86;5
40226,829205;19200;2;2;1;2;1954;60;13
57874,247487;35400;4;2;2;2;1976;38;13
63954,525887;24600;1;1;1;1;1940;74;11
48516,205979;34500;2;2;3;1;1947;67;18
16905,108337;16280;2;1;3;1;1943;71;5
15906,493767;18800;2;1;3;2;1951;63;8
69776,984517;43500;4;2;1;1;1970;44;13
32169,640349;13300;1;1;1;2;1942;72;5
21456,991729;18000;3;1;3;1;1959;55;13
19212,828485;28600;3;1;3;2;1959;55;13
33460,003439;13200;2;1;3;1;1940;74;8
40300;27600;2;2;3;1;1957;57;13
19210,779985;7800;1;1;2;2;1926;88;5
9091,5658441;7200;1;1;2;2;1929;85;5
47870,369632;25800;4;1;2;1;1966;48;13
19003,580811;8300;1;1;1;1;1975;39;13
24667,697091;26660;1;1;1;1;1963;51;11
30022,762883;31000;2;1;3;1;1944;70;13
14280;12900;1;1;3;2;1943;71;5
59010,380441;21500;3;2;3;2;1975;39;18
18960;18000;2;2;3;1;1944;70;5
19200;18400;2;2;3;2;1933;81;5
12841,250891;14150;2;2;3;2;1949;65;5
14402,38451;12350;1;1;3;2;1951;63;5
25507,415409;14600;3;2;3;2;1961;53;5
7563,6652815;3300;1;1;3;1;1944;70;8
24975,324765;20600;2;1;1;1;1953;61;5
46743,899596;25200;4;2;1;1;1972;42;13
23014,661126;34400;2;2;1;1;1959;55;8
13112,622535;10900;1;1;1;2;1937;77;5
94068,896547;82550;4;2;1;1;1950;64;18
36345,612329;21600;2;2;1;2;1936;78;5
10203,665282;9600;1;1;3;2;1922;92;0
110162,44612;75600;3;2;1;2;1963;51;18
34357,809502;24000;2;2;1;1;1946;68;8
15640,395252;8400;1;1;1;2;1942;72;8
19500;22140;2;1;1;2;1937;77;5
26322,881762;17300;2;1;1;1;1964;50;13
11003,665282;12000;1;1;1;1;1976;38;11
28570,615162;20400;1;1;1;1;1930;84;13
66229,795788;58150;4;4;1;2;1947;67;8
38200,009376;39800;2;2;1;1;1976;38;11
32342,960822;19300;1;1;1;2;1949;65;18
16900;19348;5;1;3;1;1965;49;13
24432,972013;15600;1;1;3;2;1928;86;13
22310,995845;19300;7;1;1;1;1970;44;11
25880,636194;17000;1;1;1;2;1961;53;13
20675,633409;15840;2;2;1;2;1938;76;5
24000;32400;5;1;1;2;1972;42;13
49514,661126;31200;4;2;1;2;1978;36;16
35525,656971;17640;4;2;3;2;1950;64;5
20005,763384;24200;2;2;2;2;1969;45;13
36732,987534;33500;4;2;2;1;1962;52;21
8400;4800;4;1;3;1;1964;50;5
28856,134082;22200;6;3;3;1;1968;46;8
10000;10560;4;1;3;1;1980;34;5
25202,3735;16200;4;2;3;1;1968;46;13
42036,652815;15600;4;2;2;2;1970;44;18
48712,314463;8400;2;2;3;2;1944;70;13
40259,965186;27800;3;2;3;2;1962;52;8
45436,772828;45100;2;2;3;1;1955;59;13
46271,039091;16869,6;4;3;3;2;1964;50;13
33428,109238;17000;3;2;3;2;1947;67;5
16306,020273;16800;3;1;3;2;1964;50;8
11400;7800;1;1;3;2;1944;70;5
26805,275822;8400;5;1;3;2;1968;46;11
31200;20600;5;2;3;2;1969;45;5
3600;10100;4;1;3;1;1961;53;8
41999,927353;17800;3;2;3;2;1959;55;11
27069,470098;42550;2;2;3;2;1951;63;5
49321,494778;13800;5;2;3;1;1974;40;5
17919,132495;13600;2;1;1;1;1961;53;8
31137,835817;26400;1;1;2;2;1969;45;18
38846,747599;26800;5;2;3;1;1979;35;13
0;5400;1;1;3;1;1980;34;13
25043,314476;26800;4;1;3;2;1985;29;13
22216,493767;21480;2;2;1;2;1983;31;13
18165,744877;10800;1;1;1;1;1976;38;8
17807,875017;18900;4;1;3;2;1978;36;13
45115,494701;38200;4;1;1;2;1981;33;16
4800;14150;4;1;3;2;1971;43;8
11720;12760;1;1;3;2;1943;71;5
62809,958446;36000;2;2;3;1;1940;74;13
34019,322252;23100;3;3;3;1;1931;83;5
12010,317158;10200;1;1;3;2;1968;46;8
111044,92197;89500;4;1;3;1;1969;45;18
14500;13200;3;1;3;2;1938;76;5
18844,008002;16700;4;1;3;1;1951;63;13
18029,388542;13800;1;1;3;2;1922;92;11
9501,257287;13660;1;1;3;2;1933;81;0
3024,5166664;6640;1;1;3;1;1967;47;8
41930,898256;40800;2;2;3;2;1950;64;18
56365,068989;14400;2;2;1;2;1956;58;13
16262,882545;13800;3;1;1;1;1944;70;13
36986,714249;21600;3;3;1;2;1940;74;5
45944,216368;17800;3;3;1;1;1939;75;5
52485,497922;22150;3;2;1;1;1959;55;5
17771,991689;9600;1;1;1;2;1934;80;0
51638,783872;24440;3;2;1;1;1963;51;8
53355,764304;36000;2;2;1;1;1952;62;8
16704,911516;10360;1;1;1;1;1936;78;0
29545,816019;16800;2;2;1;2;1936;78;5
15010,995845;13600;3;1;1;2;1970;44;8
26865,48;26900;2;1;3;1;1937;77;8
27200;13700;2;1;3;2;1958;56;8
16036,652815;18400;1;1;3;2;1937;77;0
18062,875576;15700;2;2;3;2;1952;62;5
16004,999553;9400;2;1;3;1;1951;63;8
20216,926491;21000;4;1;3;2;1980;34;13
22704,949855;14900;1;1;3;2;1926;88;13
9002,2213712;8400;1;1;3;2;1944;70;5
9600;15800;5;1;3;1;1989;25;5
74920,145627;24500;4;4;1;1;1941;73;5
12180;10800;2;2;3;2;1948;66;5
10287,338371;12200;1;1;2;1;1979;35;16
11351,832641;9624;1;1;2;2;1932;82;5
25343,475962;18800;1;1;2;1;1975;39;18
15107,330563;15500;1;1;2;2;1941;73;5
16010,995845;15500;1;1;2;1;1955;59;13
26014,661126;18000;4;1;2;1;1966;48;13
31226,652815;26600;3;3;2;1;1935;79;0
9610,7355363;24200;2;1;2;1;1955;59;13
21441,587577;12720;2;2;2;1;1952;62;11
38592,719301;25600;2;2;2;1;1949;65;11
73391,480963;32600;4;4;2;1;1955;59;8
29705,527294;18600;1;1;2;1;1968;46;18
16856;15000;2;2;2;1;1946;68;8
53375,714797;19000;2;2;2;1;1959;55;13
6900,2199169;11760;4;1;2;1;1963;51;11
75102,932225;20400;6;3;2;2;1966;48;11
38901,832641;25500;2;2;2;1;1951;63;8
14036,652815;12000;2;1;2;1;1966;48;8
8701,8326408;8420;1;1;2;1;1969;45;13
34552,482923;26800;2;2;2;2;1979;35;13
24250,636194;19500;2;2;2;2;1947;67;5
42054,979223;38500;3;2;2;2;1965;49;18
28341,632038;27200;2;2;2;1;1945;69;5
11407,330563;10000;1;1;2;1;1967;47;8
74083,264076;60000;3;2;2;1;1940;74;13
16843,983378;10800;1;1;2;2;1985;29;8
31036,652815;47000;4;2;2;1;1974;40;8
52988,70855;57040;2;2;1;1;1935;79;18
17456,964035;22870;2;1;1;2;1969;45;8
73275,449199;38000;3;3;3;1;1943;71;13
5400;13200;2;1;3;1;1952;62;8
19802,932225;13800;4;1;3;2;1972;42;8
10000;9750;2;2;3;1;1969;45;8
20257,68612;10600;3;1;3;1;1962;52;8
21937,689189;10560;1;1;3;1;1959;55;13
26632,187704;10400;1;1;3;2;1949;65;5
43703,654672;19600;2;2;3;2;1964;50;18
52854,979223;16800;4;3;3;2;1978;36;13
18030,008881;18000;1;1;3;1;1968;46;13
22001,83697;28400;1;1;3;1;1976;38;13
20623,30563;14200;1;1;3;2;1974;40;18
54721,239786;13000;3;2;3;2;1976;38;18
34529,119891;28200;3;3;3;1;1960;54;8
31613,254841;35100;4;2;3;1;1974;40;13
22970,841808;22200;3;2;3;2;1966;48;8
31595,656971;23600;2;2;2;1;1939;75;11
85936,662192;74800;5;2;2;2;1965;49;18
25166,127239;22200;2;2;2;2;1961;53;13
5913,535978;15640;1;1;3;2;1963;51;5
15000;11400;2;1;3;1;1958;56;5
42875,201172;27000;2;2;3;2;1950;64;8
9600;7800;1;1;3;1;1950;64;5
8400;12600;1;1;3;2;1926;88;0
13698,326408;16000;1;1;3;2;1941;73;5
27966,453418;21300;2;1;1;1;1944;70;11
52414,661126;34200;3;2;1;1;1952;62;8
47838,083307;31740;4;3;1;1;1954;60;13
34197,134941;45000;4;2;1;1;1953;61;13
34100;17400;4;3;3;1;1990;24;13
12808,613741;14400;1;1;3;1;1926;88;0
12050;12900;3;1;3;2;1929;85;0
20018,625265;14400;1;1;1;2;1946;68;8
11300;10800;1;1;3;2;1934;80;5
14003,665282;13200;1;1;3;1;1954;60;8
38876,737801;25800;3;2;3;1;1939;75;8
15230,180523;12800;1;1;3;2;1935;79;0
147414,97922;48000;2;2;1;1;1944;70;8
102262,57771;79200;5;1;1;1;1964;50;21
38830,555137;37019,6;4;1;1;1;1973;41;13
27162,325145;21450;1;1;1;1;1958;56;13
6509,1632038;7800;1;1;3;2;1950;64;5
27009,163204;24000;2;2;3;2;1960;54;13
14007,330563;15760;6;1;3;2;1975;39;8
19012,828485;17100;5;2;3;1;1945;69;5
27316,729912;24800;4;3;3;1;1955;59;5
15218,326408;15200;1;1;3;1;1941;73;5
23023,82433;21000;1;1;3;1;1985;29;18
18855,364183;15600;1;1;1;2;1929;85;5
14302,168075;12000;2;1;1;1;1928;86;5
18130,631381;14400;1;1;1;2;1978;36;8
63700,162344;25200;4;4;1;2;1964;50;8
36529,079433;25240;3;2;1;1;1977;37;11
54391,350074;66100;2;1;1;2;1968;46;16
22826,998132;21126;1;1;1;2;1955;59;21
31992,108475;24700;2;2;1;1;1988;26;11
24475,207334;18750;1;1;1;1;1938;76;5
15050;8360;6;1;1;1;1973;41;5
25691,062608;20400;2;1;1;1;1938;76;8
27918,558402;35200;2;1;1;2;1973;41;13
30749,583127;16200;2;2;1;1;1936;78;5
27023,067903;18300;2;1;1;2;1968;46;13
53437,366637;36600;4;2;1;1;1977;37;13
36851,70344;24750;2;2;1;2;1926;88;5
52196,799606;45400;3;3;1;1;1950;64;11
21994,123442;21800;1;1;1;2;1963;51;13
29923,488895;22400;1;1;1;1;1946;68;18
18468,526105;16800;1;1;1;2;1964;50;13
25756,817424;25600;1;1;1;2;1967;47;13
22906,047715;32800;1;1;1;2;1974;40;13
18074,911477;18800;1;1;1;2;1963;51;11
33457,010507;30000;1;1;1;2;1966;48;18
18466,047715;17000;1;1;1;1;1950;64;8
15201,726394;11940;1;1;1;2;1983;31;13
32166,03756;18900;2;2;1;1;1975;39;13
15605,583992;9000;1;1;1;1;1980;34;16
15902,245803;9000;1;1;1;1;1974;40;8
28766,815666;43100;2;2;1;1;1949;65;11
58402,23101;78400;3;2;1;1;1967;47;13
0;12840;4;1;3;2;1980;34;8
17806,293164;11000;1;1;1;2;1933;81;8
21558,326408;18000;1;1;1;1;1940;74;5
22182,562749;17208;2;2;3;1;1936;78;5
35468,244913;29300;2;2;1;1;1955;59;8
21459,215403;22200;3;1;1;2;1966;48;18
23210,665282;34080;3;3;3;2;1937;77;18
21201,466113;20400;1;1;3;2;1930;84;5
71605,177851;46500;4;2;3;1;1962;52;13
16920;15310;2;1;3;2;1953;61;8
19525,625303;9600;1;1;3;1;1964;50;13
41649,727246;30300;2;2;1;1;1939;75;5
15616,493767;10200;1;1;3;2;1938;76;5
2900;13100;2;2;3;2;1971;43;8
1330;3600;1;1;3;1;1964;50;5
5260;5200;2;1;3;2;1953;61;8
10750;10200;2;1;3;1;1932;82;0
24190;17000;2;2;3;2;1942;72;5
11790;10800;3;1;3;1;1956;58;11
24901,649377;23130;1;1;1;2;1951;63;13
4203,6652815;14600;2;1;1;2;1951;63;5
32311,333873;31230;2;2;2;1;1939;75;5
19200;12000;1;1;3;1;1950;64;5
16805,160628;7200;4;1;3;1;1960;54;8
21002,253759;15900;4;1;3;1;1957;57;11
0;15350;4;1;3;1;1963;51;11
35639,757843;27100;2;2;2;2;1935;79;8
50117,289009;33600;2;2;2;1;1950;64;5
54642,623325;41200;4;3;2;1;1932;82;8
37546,963084;29600;3;2;2;2;1971;43;13
13621,687268;12740;2;1;2;1;1938;76;5
92895,340897;49139,2;3;2;3;2;1958;56;21
17735,037881;13800;1;1;3;1;1946;68;5
38071,512417;34500;3;1;3;1;1953;61;13
5800,99988;6600;1;1;3;1;1978;36;8
56569,549633;42950;3;3;1;1;1954;60;8
63010,995845;45400;4;2;1;1;1962;52;13
45755,620924;29200;4;2;1;1;1963;51;13
42357,352687;22000;2;2;1;1;1924;90;13
11297,817893;11500;4;1;1;1;1967;47;13
17760;17400;1;1;3;2;1927;87;5
30022,898133;20400;4;1;3;1;1978;36;13
0;7800;1;1;3;2;1982;32;8
17007,330563;20500;4;1;3;2;1975;39;8
13071,665282;8400;1;1;3;1;1928;86;5
19014,326408;12600;2;2;1;1;1928;86;11
15002,199169;15024;4;1;1;1;1976;38;13
38685,187621;30800;3;2;2;2;1987;27;13
22557,820989;26700;2;2;2;1;1937;77;8
49947,197737;22800;4;2;2;2;1970;44;13
29012,620376;27500;4;1;2;2;1975;39;13
10000;10060;1;1;3;2;1967;47;13
43600;18000;3;1;3;1;1962;52;8
23215,394182;17200;2;1;3;1;1976;38;13
10923,82433;6600;1;1;3;2;1932;82;0
20525,656971;11600;1;1;3;1;1956;58;8
36780,636194;25300;2;2;1;1;1949;65;5
41000,441846;24000;3;2;1;2;1956;58;13
29654,979223;20400;1;1;1;2;1936;78;13
51581,041613;28200;3;2;1;1;1952;62;18
51021,991689;18650;3;3;1;2;1962;52;8
12660;14400;1;1;1;2;1946;68;5
28801,784461;9600;1;1;1;1;1956;58;13
35965,656971;14720;2;2;1;2;1955;59;5
25901,785857;16200;1;1;1;2;1945;69;5
14800;9600;1;1;1;2;1958;56;8
30883,681636;29940;4;3;1;1;1959;55;8
43109,731375;41700;5;2;1;1;1971;43;13
46631,333875;40200;4;2;1;2;1970;44;21
32723,09511;29400;1;1;1;1;1976;38;16
41687,374042;28000;3;2;3;1;1965;49;13
38614,31166;29800;6;5;3;1;1966;48;8
27112,828485;23200;1;1;3;2;1946;68;18
27077,639029;19800;2;1;1;1;1932;82;11
45877,77524;15600;2;2;1;1;1954;60;13
14600;12400;2;1;1;2;1984;30;8
50321,347924;42100;4;4;1;2;1963;51;8
26039,521874;18800;3;3;1;2;1965;49;8
7013,7448057;5400;4;1;1;2;1976;38;8
47852,400963;26000;3;3;1;1;1948;66;5
35592,740544;31000;3;1;1;1;1964;50;13
11205,131394;6700;1;1;1;2;1965;49;8
68084,85456;52300;3;2;1;1;1958;56;18
11970,989473;9312;2;1;1;1;1932;82;8
20294,071862;16050;1;1;1;1;1944;70;8
21993,665282;16800;2;1;1;1;1928;86;5
28319,391936;24100;1;1;2;2;1950;64;18
19810,995845;17400;2;1;2;1;1950;64;8
24326,449049;25800;3;2;1;2;1959;55;8
49797,64866;41400;4;3;1;1;1952;62;13
34402,161888;26400;2;2;1;2;1964;50;11
17310,028448;19100;1;1;1;2;1935;79;13
26081,070278;18600;2;2;1;2;1966;48;8
30000;21000;8;2;1;2;1966;48;8
25409,955175;11900;1;1;1;2;1925;89;5
21638,07832;11400;1;1;2;1;1960;54;13
17910,366528;20400;1;1;2;2;1959;55;13
39875,072165;30200;2;2;2;1;1950;64;13
25091,309786;22020;2;2;2;1;1937;77;11
17803,298753;12900;2;2;2;2;1943;71;8
18385,494771;18600;3;1;1;2;1976;38;8
33205,526016;27600;2;2;1;2;1946;68;5
24043,656971;20400;2;2;1;2;1960;54;8
36896,290181;28400;2;2;1;1;1958;56;8
37809,958446;19800;1;1;1;2;1942;72;18
39518,861261;53600;2;2;1;1;1943;71;13
28135,424119;19200;2;2;1;1;1940;74;8
7930;7800;1;1;1;2;1940;74;5
79619,359052;47000;3;2;1;1;1973;41;11
26740,318097;22800;1;1;1;1;1964;50;13
33275,923353;19600;2;1;1;1;1931;83;11
5603,2987534;7560;1;1;1;1;1984;30;8
59255,511987;22400;2;2;2;1;1973;41;13
128419,91689;68200;4;3;2;1;1953;61;5
36138,756526;17800;3;2;2;1;1947;67;11
18041,784053;14100;1;1;2;2;1971;43;13
32408,326408;46100;4;2;2;1;1953;61;8
94955,386447;57940;2;2;2;1;1956;58;13
45417,617222;46100;3;2;2;1;1955;59;8
18008,047431;18600;2;1;1;2;1976;38;8
10803,082349;23700;1;1;1;2;1931;83;5
9117,0072783;10600;1;1;1;2;1941;73;5
34015,781332;13800;2;2;1;2;1952;62;8
15916,08919;15000;1;1;1;2;1933;81;5
46549,445389;15600;1;1;1;1;1974;40;16
1187,7527465;12000;2;1;1;2;1964;50;8
54934,013394;37600;4;3;1;1;1962;52;13
61824,903972;39900;3;2;1;1;1955;59;13
34077,4943;41600;1;1;1;1;1923;91;18
9600;15600;4;1;1;1;1978;36;8
14768,326408;20200;2;2;3;1;1927;87;5
19810,995845;19800;4;1;3;2;1979;35;13
1807,330563;10000;1;1;3;2;1961;53;8
19718,326408;22200;5;2;3;1;1976;38;13
26616,493767;21500;3;2;3;1;1973;41;8
10259,163204;9900;1;1;3;2;1931;83;0
26495,573459;18700;3;3;3;1;1969;45;13
18597,157742;18500;2;1;3;1;1949;65;5
9350;8400;1;1;3;1;1965;49;8
22418,326408;16800;4;2;3;2;1980;34;8
14650,007331;12800;1;1;3;2;1935;79;0
16338,149188;24300;5;1;1;1;1967;47;5
50933,880868;22800;4;2;1;1;1964;50;18
45021,995354;21600;2;2;1;1;1962;52;8
7007,330563;10200;1;1;2;1;1979;35;8
17984,301475;15200;1;1;2;2;1937;77;5
16518,326408;13580;1;1;2;2;1919;95;0
21762,309786;17000;2;2;2;2;1941;73;5
56077,328953;76200;1;1;2;1;1959;55;18
42346,611261;29400;2;2;2;2;1960;54;13
40153,94104;35600;1;1;2;1;1961;53;13
8062,1580287;6020;1;1;1;2;1936;78;5
34620,298965;48220;2;2;1;2;1970;44;13
23656,942514;24660;2;1;1;1;1943;71;13
14007,179068;11940;4;1;3;1;1971;43;8
25502,951142;14800;1;1;1;1;1934;80;13
15461,498069;8900;1;1;1;2;1967;47;8
20157,330563;17650;2;2;1;2;1945;69;13
43341,335804;29400;2;2;2;2;1954;60;18
80078,247627;10700;3;1;1;2;1967;47;8
40193,681556;26860;1;1;1;2;1931;83;11
8705,0789596;13300;1;1;2;1;1951;63;8
50724,795894;28800;3;3;2;1;1936;78;8
15200;13360;1;1;2;2;1935;79;5
50963,497215;43700;3;3;2;2;1956;58;13
35618,756386;25800;3;1;2;2;1972;42;13
47177,710435;22950;2;2;2;2;1956;58;13
16809,89626;12000;1;1;3;2;1948;66;13
22808,430148;22345;2;1;3;1;1945;69;8
23886,731124;21600;2;1;3;1;1948;66;13
15600;9600;1;1;3;2;1932;82;5
32505,63235;24000;3;2;3;2;1962;52;13
40821,60695;35900;4;2;2;2;1965;49;13
36191,632038;22800;2;2;2;2;1944;70;5
25701,590484;20600;1;1;2;2;1950;64;13
13018,326408;17700;1;1;2;2;1971;43;8
15807,330563;17800;2;2;2;2;1967;47;16
11012,828485;9000;1;1;2;1;1980;34;8
74006,288387;55500;3;3;2;2;1954;60;13
40071,452815;29434,8;2;2;2;2;1976;38;13
46517,341464;31200;2;2;2;2;1942;72;13
27409,958446;24000;2;1;2;1;1936;78;13
19036,652815;16000;1;1;2;1;1964;50;13
15646,618216;17400;2;2;3;1;1975;39;8
21479,163204;14000;1;1;1;2;1935;79;5
26886,932225;24016;2;2;1;1;1948;66;5
67033,853741;65925;2;2;2;1;1938;76;13
31791,632038;27600;1;1;2;1;1942;72;18
68487,809875;56000;4;3;2;1;1958;56;18
38280,916215;31600;3;2;2;2;1961;53;13
61467,285388;45400;4;1;2;1;1965;49;13
28428,288519;16000;1;1;2;2;1954;60;13
57138,673599;30220;3;2;2;2;1964;50;13
51935,797487;42200;2;2;2;1;1961;53;8
6157;5880;3;1;3;2;1970;44;13
28636,52985;28600;4;1;3;1;1973;41;13
62631,950135;25200;2;2;2;2;1964;50;18
13707,247455;17800;4;1;3;2;1966;48;8
58177,889771;38400;4;2;1;1;1958;56;18
36788,032815;21600;2;2;1;1;1938;76;8
45169,001323;28800;2;2;1;1;1948;66;13
42295,935666;18800;1;1;3;1;1941;73;5
38253,578486;22800;3;3;3;1;1937;77;5
26039,97722;22000;2;2;2;1;1939;75;5
31123,82433;30250;4;2;2;1;1967;47;8
12854,82433;12600;2;1;2;1;1936;78;8
15971,305691;13800;4;2;2;2;1976;38;8
44697,561472;26400;2;2;2;1;1932;82;18
33500,833973;19200;1;1;2;2;1944;70;13
19501,914101;15200;5;2;1;1;1963;51;18
17678,100176;15600;1;1;1;2;1942;72;8
12210,995845;9000;3;1;3;1;1958;56;8
65679,775694;47400;3;2;3;1;1926;88;13
28429,329583;35900;2;1;3;1;1955;59;13
17503,665282;17800;2;2;3;2;1959;55;5
9093,7543336;7800;1;1;3;2;1948;66;5
33054,979223;40600;3;1;3;2;1963;51;13
45234,991381;31300;3;1;3;2;1963;51;8
20486,434448;17580;1;1;1;2;1945;69;8
19040,725107;18200;1;1;1;2;1943;71;13
24626,98722;17400;1;1;1;2;1977;37;18
21783,080618;19160;1;1;1;1;1943;71;8
19000;17800;5;2;1;2;1966;48;18
14015,512861;12400;1;1;1;2;1949;65;8
17709,163204;13550;1;1;1;2;1939;75;5
18511,453937;10536;1;1;1;2;1939;75;5
18002,268146;8400;1;1;1;1;1950;64;13
28768,326408;17300;1;1;1;2;1935;79;8
51411,572349;10800;3;2;1;1;1962;52;13
37328,284853;34700;1;1;1;1;1969;45;13
34801,649377;21750;4;1;1;1;1972;42;18
43021,531787;40700;4;1;1;2;1961;53;18
27118,326408;18380;3;2;1;1;1975;39;18
24120,95429;23600;1;1;1;2;1935;79;5
25401,415963;17900;1;1;1;1;1980;34;8
13702,168197;13200;1;1;1;2;1938;76;5
56000;42800;2;2;1;1;1955;59;18
36732,609278;22800;1;1;1;2;1936;78;18
58134,510539;37200;3;2;1;2;1965;49;18
130639,2807;86400;4;3;1;2;1963;51;18
37738,246232;31200;3;2;1;1;1957;57;13
12600;11400;1;1;1;1;1957;57;13
72593,294408;51500;2;2;1;2;1948;66;18
30923,30563;23200;1;1;1;1;1933;81;8
49625,656971;36000;3;3;1;2;1946;68;5
37800;23880;4;2;1;1;1966;48;11
40392,836293;25900;5;2;1;1;1971;43;13
66227,748313;50900;2;2;1;1;1953;61;8
11103,027654;5400;1;1;3;2;1938;76;5
20563,17918;23400;4;1;3;2;1981;33;8
131647,70545;88100;5;2;1;1;1963;51;13
13159,163204;9670;1;1;1;2;1947;67;5
32893,20429;22040;1;1;2;2;1955;59;11
36622,347606;28100;2;2;1;2;1953;61;8
21807,939993;10800;1;1;1;2;1992;22;13
14323,865678;14600;3;1;1;1;1935;79;5
28456,569707;25700;1;1;1;2;1960;54;11
36033,597627;18000;2;2;1;1;1936;78;5
13005,355347;17040;4;1;3;1;1980;34;5
0;16200;3;1;3;1;1976;38;8
56753,435621;24000;4;2;1;1;1970;44;18
53660,099247;29240;4;3;1;1;1953;61;8
42784,301475;33500;2;2;1;1;1965;49;8
60211,723975;38300;4;2;2;1;1959;55;13
26740;12800;3;3;2;2;1949;65;5
38598,806884;24400;4;2;2;2;1965;49;18
28891,640566;22100;2;2;2;1;1944;70;11
13922,932225;10200;2;1;2;1;1950;64;5
5200;23600;3;1;1;2;1977;37;8
10501,832641;16340;1;1;1;2;1982;32;13
29219,967915;23400;4;2;1;2;1972;42;8
30359,996322;9600;3;3;3;2;1956;58;8
30001,704018;27600;3;1;3;1;1966;48;13
8412;5400;1;1;3;2;1934;80;5
21010,78156;12000;4;2;2;2;1976;38;18
17541,991689;16800;2;1;1;1;1940;74;5
38415,33362;22766,820567;2;2;3;2;1967;47;18
49903,180968;33600;3;2;3;1;1948;66;13
52775,234581;37200;4;4;3;1;1978;36;13
28523,538988;21400;2;2;1;2;1947;67;8
28612,856192;21500;2;2;1;2;1939;75;5
50881,640776;44400;4;2;1;1;1974;40;13
7807,330563;11400;3;1;3;2;1966;48;13
10550;12600;4;1;3;2;1978;36;8
46026,274619;45400;3;2;1;2;1970;44;11
16200;14000;6;2;1;2;1969;45;11
39447,64866;32400;5;1;2;1;1970;44;18
31589,452549;25240;3;2;2;1;1972;42;8
14653,665282;20200;1;1;2;2;1945;69;8
25035,656971;22800;2;1;2;1;1934;80;5
8000;10200;3;1;2;2;1964;50;8
22944,958446;27200;1;1;2;1;1937;77;8
33527,708497;19200;2;2;3;2;1944;70;8
19924,78833;13560;3;2;3;2;1947;67;0
16697,771715;12400;1;1;3;2;1937;77;5
23057,636129;21500;2;2;3;1;1941;73;0
37493,301074;15100;3;3;3;1;1945;69;5
2540,8917839;12300;5;3;3;2;1969;45;8
14688,585542;11760;2;1;3;2;1940;74;8
18644,322252;18635;3;1;3;1;1961;53;13
16155,945981;16520;1;1;1;1;1935;79;8
25794,82586;15900;2;2;1;1;1947;67;8
16805,542713;13350;1;1;1;1;1943;71;5
12703,665282;11600;1;1;3;2;1925;89;0
14481,887949;14800;1;1;3;2;1935;79;5
6040;4800;2;1;3;1;1954;60;8
54644,917366;42800;5;3;1;2;1972;42;8
18838,266198;17800;1;1;1;2;1927;87;5
13814,838808;13200;1;1;1;1;1937;77;8
8064,764866;8180;2;1;2;2;1971;43;8
66818,132839;43400;4;2;2;1;1971;43;13
28034,661126;22248;3;2;2;2;1978;36;13
48807,130258;34800;1;1;2;2;1960;54;13
74262,309786;35600;4;4;2;1;1963;51;8
52336,061276;30300;3;2;1;2;1951;63;11
20818,326408;12000;2;1;2;2;1976;38;8
48215,627979;52000;3;3;1;2;1960;54;18
73875,600526;92300;3;1;1;2;1964;50;8
59232,492276;65200;4;2;2;1;1943;71;18
46074,090712;40500;3;1;2;1;1961;53;13
69927,936276;50000;4;2;2;2;1962;52;13
19321,991689;17600;2;2;2;1;1935;79;5
19118,326408;14400;1;1;2;2;1946;68;13
25506,532511;18000;4;1;2;1;1973;41;13
17825,629757;16800;1;1;3;2;1950;64;5
