"y";"c";"ncomp";"nperc";"area3";"sex";"anasc";"eta";"yearedu"
11401,83698;15200;1;1;2;1;1961;53;8
22818,385197;13200;1;1;2;2;1938;76;8
7200;14100;1;1;2;2;1953;61;8
42911,364192;27600;2;2;2;1;1958;56;11
16000;14500;1;1;2;1;1967;47;13
27200;13300;1;1;2;1;1969;45;13
0;8400;2;1;2;1;1966;48;8
6500;9600;1;1;2;2;1964;50;8
4800;10800;1;1;2;1;1984;30;13
14000;12000;1;1;2;1;1952;62;13
12200;9600;1;1;2;1;1986;28;13
16800;11800;1;1;2;2;1981;33;8
30000;15100;1;1;2;2;1981;33;13
8000;4800;1;1;2;1;1986;28;8
39800;26400;6;2;2;1;1962;52;8
19400;22800;2;1;2;1;1950;64;5
18820;18300;4;3;2;1;1941;73;11
37200;34900;4;1;2;1;1961;53;11
28501,832641;25200;4;2;2;1;1970;44;8
48544,186706;42700;4;2;2;1;1974;40;13
37051,089854;23000;2;2;2;2;1953;61;5
27979,814239;20900;4;1;2;1;1961;53;18
16503,665282;16450;1;1;2;2;1969;45;8
16205,497922;18300;2;1;2;2;1969;45;8
10800;11000;1;1;2;2;1959;55;11
24744,979223;19550;1;1;2;1;1931;83;5
15623,82433;13100;1;1;2;2;1960;54;8
16258,063619;18800;1;1;2;2;1961;53;13
3610,9958446;13330;1;1;2;2;1943;71;8
32766,297596;33600;2;2;2;1;1951;63;5
22204,868292;16800;4;2;2;2;1990;24;11
30210,21774;31400;2;1;2;1;1947;67;8
41411,86188;24000;2;2;2;1;1962;52;8
14000;10800;1;1;2;2;1924;90;0
10500;18200;3;3;2;2;1971;43;8
20314,711385;13200;2;1;2;1;1938;76;8
6000;7440;1;1;2;1;1960;54;5
32003,665282;27100;3;2;2;1;1943;71;8
33146,611261;41450;2;1;2;1;1951;63;11
18888,460967;19800;2;1;2;1;1956;58;5
32410,995845;26400;3;1;2;1;1966;48;8
36404,400728;33600;2;1;2;1;1936;78;8
36166,594831;25700;5;2;2;2;1966;48;11
25391,632038;18000;1;1;2;2;1954;60;11
36381,682969;26300;1;1;2;1;1973;41;18
28014,661126;19200;3;1;2;2;1980;34;13
38995,29732;19200;2;2;2;2;1956;58;8
59498,962601;33900;4;2;2;1;1971;43;18
38791,170508;21200;3;2;2;1;1986;28;13
31493,222522;48000;1;1;2;1;1966;48;8
27425,656971;25200;1;1;2;2;1981;33;18
29300,795242;23300;2;1;2;1;1965;49;11
53070,18249;39600;2;1;2;1;1962;52;13
24610,995845;23400;2;1;2;2;1975;39;13
18000;18300;1;1;2;2;1980;34;13
13350;12600;1;1;2;2;1948;66;5
13640;12960;1;1;2;2;1942;72;5
15045,497922;12600;1;1;2;2;1948;66;5
6200;4200;1;1;2;2;1958;56;8
32206,652815;24000;5;3;2;1;1944;70;5
19700;18500;1;1;2;2;1949;65;8
37100;41000;2;2;2;1;1985;29;13
45000;49600;3;2;2;1;1971;43;13
45200;34800;3;2;2;1;1940;74;8
26004,979223;23300;2;1;2;1;1944;70;8
38628,284853;50200;3;2;2;1;1955;59;8
39663,30563;32800;2;2;2;1;1947;67;13
43100;49800;4;2;2;1;1933;81;13
23854,979223;22100;4;1;2;1;1956;58;8
16523,82433;15200;1;1;2;1;1944;70;5
11254,661126;14700;1;1;2;2;1929;85;0
17197,64866;14800;1;1;2;2;1925;89;0
18598,962601;14900;1;1;2;1;1935;79;5
7116,646426;7300;1;1;2;2;1921;93;0
10328,500087;9600;2;1;2;2;1934;80;0
21486,449351;20000;4;1;2;1;1973;41;8
22836,493491;19800;1;1;2;1;1935;79;11
7819,5776148;8040;1;1;2;2;1932;82;5
25456,522801;21600;3;1;2;1;1934;80;8
37958,547629;30190;3;1;2;1;1958;56;11
9600;6000;1;1;2;2;1924;90;0
6000;9600;1;1;2;2;1952;62;8
3600;9700;2;1;2;2;1955;59;8
16000;9600;1;1;2;1;1966;48;13
13200;8400;1;1;2;1;1926;88;13
14000;10800;1;1;2;1;1980;34;13
26000;10800;1;1;2;2;1940;74;13
12000;7200;1;1;2;2;1942;72;8
49091,132163;31400;3;2;3;2;1957;57;13
21611,464583;24000;1;1;3;2;1953;61;5
12721,251493;8700;1;1;3;2;1927;87;0
49643,029471;29800;6;2;3;1;1969;45;13
29007,2337;11040;2;1;3;1;1956;58;5
46868,857236;30000;2;2;3;1;1938;76;13
19811,266207;18580;1;1;3;1;1975;39;13
40394,459095;44400;3;2;3;2;1956;58;13
11260,662594;9840;3;2;3;2;1959;55;13
20630,675313;11640;3;1;3;2;1963;51;8
45312,034629;27100;4;3;3;1;1949;65;8
19000,861199;6600;2;1;3;2;1960;54;5
21401,684214;15660;5;1;3;1;1965;49;13
10004,666548;11030;1;1;3;2;1979;35;8
-500;9600;3;1;3;2;1971;43;18
11260;10560;1;1;3;1;1928;86;0
23627,129787;19400;5;1;3;2;1967;47;8
55759,958446;49650;4;3;3;1;1962;52;8
20558,992692;17000;1;1;3;2;1945;69;13
18600,842437;15000;5;1;3;1;1948;66;5
17359,01161;15600;1;1;3;2;1938;76;5
3373,2282828;13900;1;1;3;2;1945;69;5
1200;3000;2;1;3;1;1956;58;8
19317,319295;10000;1;1;3;1;1965;49;11
17987,305775;23260;3;2;3;1;1943;71;11
12871,378984;14500;2;2;3;1;1933;81;5
43279,256808;29500;1;1;3;1;1941;73;18
13700;12100;3;1;3;1;1958;56;5
53109,77083;38800;2;2;3;1;1947;67;13
21704,958836;21000;1;1;3;1;1947;67;18
19210,173976;15260;2;2;3;2;1953;61;5
11156,417297;9900;1;1;3;2;1941;73;5
51933,519107;36700;5;5;3;1;1979;35;13
14830,974565;14000;1;1;3;2;1933;81;5
7000;6840;2;1;3;1;1962;52;5
49034,035829;41500;3;3;3;2;1941;73;13
29500;25700;2;1;3;2;1943;71;13
13265,893932;11520;2;1;3;1;1946;68;0
20925,94033;23040;2;1;3;1;1961;53;13
33859,695398;41800;3;1;3;1;1950;64;18
26930,743749;23230;1;1;3;1;1942;72;8
27005,638019;24300;4;1;3;1;1966;48;13
17880;16800;2;1;3;1;1946;68;8
9720;10200;2;1;3;1;1948;66;5
19000;18000;3;1;3;2;1966;48;8
0;7900;1;1;3;2;1953;61;5
11402,173521;11400;1;1;3;2;1938;76;5
12000;14400;1;1;3;1;1958;56;8
27006,827221;24000;4;1;3;1;1976;38;13
16845,497922;17240;1;1;3;1;1979;35;8
26028,326408;16560;4;2;3;1;1946;68;8
1200;8400;5;1;3;1;1966;48;8
23900;17020;4;2;3;1;1965;49;8
7320;7200;2;1;3;2;1958;56;5
4800;13600;2;1;3;2;1955;59;5
6000;20400;3;1;3;1;1964;50;11
3000;11400;3;1;3;2;1972;42;8
0;6000;1;1;3;2;1970;44;8
0;16200;2;1;3;1;1966;48;8
0;9100;1;1;3;1;1967;47;8
6006,0025701;13550;3;1;3;1;1955;59;8
18500;15950;3;1;3;1;1959;55;13
13081,465364;12300;2;1;3;1;1951;63;8
20405,711513;12000;2;1;3;1;1946;68;8
21880;16700;3;2;3;2;1939;75;0
10680;10680;1;1;3;2;1940;74;5
32007,093159;30000;4;2;3;1;1960;54;11
17000;13600;5;1;3;1;1969;45;8
23021,258446;19050;2;2;3;2;1970;44;13
23980,318097;17600;2;1;3;2;1948;66;8
48456,211261;40069,6;2;2;3;1;1932;82;5
7135,4219794;23500;1;1;3;1;1966;48;11
25372,430012;18669,6;3;1;3;1;1982;32;11
32433,772569;29400;3;1;3;1;1964;50;13
3614,6611261;1600;1;1;3;2;1962;52;8
7290;7290;1;1;3;1;1942;72;5
12340;10400;1;1;3;2;1945;69;0
7203,6652815;13200;1;1;3;2;1970;44;11
7800;5300;1;1;3;1;1973;41;8
18103,665282;17300;2;1;3;1;1953;61;8
23937,331212;22700;2;1;3;1;1949;65;8
43858,433853;45600;2;2;3;1;1949;65;11
20142,359921;15600;2;2;3;2;1972;42;11
28456,230979;9120;3;2;3;2;1948;66;5
38839,408405;28100;4;2;3;1;1959;55;11
18191,313941;15000;1;1;3;2;1944;70;8
17000;33100;4;1;3;1;1961;53;5
22724,892247;19200;3;2;3;1;1960;54;8
39803,093459;22450;2;2;3;1;1976;38;11
27079,055637;25580;1;1;3;1;1986;28;16
23889,858093;21100;1;1;3;2;1965;49;11
19200;14100;5;1;3;1;1965;49;8
15003,665282;14400;2;1;3;1;1962;52;11
47358,326408;32400;2;2;3;1;1945;69;8
9240,8762344;9200;1;1;3;2;1947;67;5
12000;11400;2;1;3;2;1956;58;8
6000;14900;2;1;3;1;1949;65;8
4200;21300;2;1;3;1;1955;59;8
4800;16800;2;1;3;1;1956;58;5
0;15600;2;1;3;1;1988;26;8
17800;15500;1;1;3;1;1953;61;8
28700;18800;3;2;3;1;1961;53;5
10000;9600;1;1;3;2;1952;62;8
0;18000;4;1;3;1;1966;48;8
10000;12160;4;1;3;1;1989;25;8
15600;11300;1;1;3;1;1957;57;8
33750;21600;4;3;3;2;1931;83;5
28249,784494;18400;4;1;3;1;1962;52;13
3000;9000;1;1;3;2;1956;58;5
16006,976599;11400;2;1;3;1;1956;58;8
11881,854979;10800;1;1;3;2;1942;72;5
17882,14025;12300;2;2;3;1;1935;79;5
13680;6000;2;1;3;2;1944;70;5
18400;13550;3;1;3;1;1959;55;8
11040;9130;1;1;3;1;1941;73;5
0;9200;1;1;3;1;1983;31;8
11050;8710;2;1;1;2;1963;51;8
0;11100;1;1;3;1;1979;35;8
0;9850;1;1;3;1;1975;39;8
12000;12600;1;1;3;1;1964;50;8
23834,820174;17460;1;1;3;2;1943;71;5
24932,130785;18050;1;1;3;1;1952;62;13
8582,9608961;16940;1;1;3;2;1929;85;0
22130;16440;2;1;3;2;1922;92;0
18626,335877;17400;3;1;3;2;1932;82;5
20071,991689;19200;1;1;3;2;1924;90;13
16695;14400;2;2;3;1;1936;78;5
10801,78555;10804;1;1;3;2;1933;81;5
39810;34800;5;4;3;2;1924;90;0
36456,752972;42000;2;1;3;2;1936;78;13
14955,700942;20400;1;1;3;1;1966;48;13
30094,148708;18000;3;2;3;1;1938;76;8
16805,071524;16800;1;1;3;2;1928;86;5
12400;13200;6;2;3;2;1939;75;0
25777,958446;20510;1;1;3;1;1941;73;8
17760;16800;3;2;3;1;1944;70;8
31320;17400;3;2;3;1;1942;72;8
13050;11100;2;1;3;1;1949;65;8
19225,596685;26000;1;1;1;1;1949;65;5
28181,407384;32900;4;1;3;2;1973;41;11
58429,316108;42000;2;2;3;1;1940;74;18
44262,309786;29340;2;2;3;1;1948;66;8
24349,979223;19450;2;1;3;1;1951;63;8
32100;26600;6;3;3;1;1945;69;0
37825,656971;36000;2;1;3;1;1939;75;8
19925,456854;16800;2;1;3;1;1950;64;8
38535,472601;31100;2;1;3;1;1950;64;13
32719,916891;26600;2;1;3;1;1955;59;18
36029,331629;27100;3;2;3;1;1955;59;8
16180;11800;5;2;3;1;1955;59;5
30120;15000;4;2;3;1;1950;64;5
23183,264076;16200;3;1;3;1;1954;60;8
9240;9240;3;2;3;1;1952;62;5
13280;12000;5;3;3;2;1968;46;8
34216,448409;20400;4;1;3;1;1956;58;13
19218,242618;21550;1;1;3;2;1941;73;13
27800;41000;4;3;3;1;1961;53;11
53078,063645;29200;3;3;3;1;1966;48;13
37780,021259;32100;2;2;3;2;1987;27;13
13950;11400;4;1;3;2;1930;84;5
37671,441962;28600;4;2;3;1;1967;47;8
25834,730692;18000;3;1;3;1;1978;36;13
12000;12000;3;1;3;1;1958;56;5
13200;15350;1;1;3;1;1947;67;8
17400;6600;1;1;3;1;1930;84;0
22566,259206;19200;2;2;3;1;1944;70;8
13080;10450;1;1;3;2;1945;69;5
29889,951818;24000;2;2;3;1;1936;78;5
51535,575067;32369,6;3;2;3;1;1955;59;13
20338,44858;18100;1;1;3;2;1944;70;8
4000;6300;3;1;3;1;1966;48;8
56998,644504;28400;3;3;3;2;1953;61;8
12500;13200;4;1;3;1;1974;40;8
46931,311279;47719,6;3;2;3;1;1965;49;11
25079,322252;15660;3;2;3;2;1960;54;8
17029,322252;15600;1;1;3;2;1966;48;11
14036,652815;20200;1;1;3;1;1973;41;11
85240,053333;47800;2;1;3;1;1955;59;18
44233,947318;31950;4;2;3;1;1962;52;16
13200;12150;2;1;3;2;1951;63;8
15000;11400;1;1;3;1;1945;69;5
19532,987534;26200;4;1;3;1;1985;29;13
28236,411448;35900;1;1;3;1;1965;49;8
14600;12150;2;1;3;2;1944;70;0
32412,293186;31200;4;1;3;1;1967;47;18
6040;6800;4;1;3;1;1971;43;8
11719,684891;12600;1;1;3;2;1931;83;8
9823,9658835;12000;1;1;3;2;1938;76;8
13000,430654;10944;4;1;3;1;1962;52;8
13000;17780;5;1;3;2;1971;43;8
25840,118867;20240;4;2;3;2;1947;67;0
3600;10200;4;1;3;2;1977;37;5
6240;7600;6;1;3;2;1951;63;8
35012,984286;25100;2;2;3;2;1982;32;13
17200;13500;5;1;3;1;1970;44;5
27203,882178;31700;4;1;3;2;1967;47;13
16000;14700;4;1;3;2;1967;47;5
17202,100311;26300;3;1;3;2;1981;33;8
7840;11400;4;1;3;2;1980;34;8
13000;9000;1;1;3;1;1962;52;0
10201,373624;13350;7;1;3;1;1971;43;8
11282,007176;10200;1;1;3;2;1944;70;5
14880;9800;1;1;3;1;1947;67;8
14280;14280;2;1;3;2;1948;66;5
20644,979311;14100;2;2;3;1;1929;85;8
34098,42879;10800;2;2;3;1;1954;60;13
11882,552299;11400;2;1;3;2;1942;72;5
21600;16100;1;1;3;2;1951;63;13
15480;14150;2;1;3;2;1947;67;5
14043,566196;8850;3;1;3;2;1935;79;0
20760;26200;2;2;3;1;1941;73;5
34373,625633;19200;2;2;3;1;1938;76;13
12001,444844;12000;1;1;3;2;1936;78;5
10082,27935;8000;1;1;3;2;1943;71;5
4200;8100;1;1;3;2;1953;61;5
16801,955313;16800;2;1;3;1;1938;76;5
15000;19200;3;1;3;1;1950;64;8
27005,539639;18600;2;2;3;1;1950;64;8
6000;10400;2;1;3;2;1955;59;5
43968,812812;31200;3;2;3;1;1954;60;13
15833,189663;17400;5;1;3;1;1978;36;8
0;10450;3;1;3;1;1979;35;8
7000;13500;1;1;3;2;1967;47;8
0;9200;3;1;3;1;1981;33;8
0;13200;2;1;3;1;1982;32;8
5403,6652815;5790;1;1;3;2;1947;67;5
1800;6000;4;1;3;2;1972;42;5
25384,154572;21900;2;1;3;1;1941;73;13
1203,6652815;9700;2;1;3;2;1983;31;8
5614,6611261;9700;1;1;3;2;1951;63;13
14600;13400;1;1;3;1;1965;49;8
6720;11820;1;1;3;2;1945;69;8
3600;10800;2;1;3;2;1988;26;8
10400;11920;1;1;3;2;1931;83;5
10680;9800;2;1;3;2;1951;63;8
25205,911841;19200;2;2;3;1;1932;82;11
12480;12480;2;1;3;1;1936;78;5
10080;10080;1;1;3;2;1930;84;5
16006,24665;18240;1;1;3;1;1982;32;13
116011,08206;19900;4;2;3;2;1967;47;13
25511,21157;35400;3;2;3;1;1960;54;21
23802,627883;18800;1;1;3;2;1944;70;13
26955,52547;14650;2;1;3;1;1930;84;18
19928,284853;16300;1;1;3;2;1943;71;8
17738,801695;13680;3;2;3;1;1952;62;5
21002,042556;24000;1;1;3;1;1986;28;13
24058,528952;20669;2;1;3;2;1954;60;8
36329,491185;36600;3;2;3;1;1965;49;8
6002,2466755;13150;1;1;3;1;1995;19;13
17,865942106;4744;1;1;3;2;1967;47;8
39375,074236;43160;3;3;3;2;1929;85;0
45778,994723;36000;5;2;3;1;1954;60;13
5820;9600;4;1;3;2;1977;37;8
31018,038861;21710;4;1;3;2;1972;42;13
18804,183662;21200;3;1;3;1;1961;53;13
16933,257251;23000;2;1;3;1;1949;65;8
6630;6760;2;1;3;2;1953;61;5
16470;14400;3;2;3;2;1934;80;0
14300;13020;2;1;3;2;1948;66;5
34906,632955;27200;5;3;3;1;1964;50;8
18250;22200;2;2;3;1;1931;83;5
41205,29712;48200;4;2;3;1;1953;61;18
15400,549792;12600;4;1;3;1;1960;54;5
11560;10300;1;1;3;2;1927;87;0
23373,665282;21800;3;3;3;2;1943;71;5
12840;12100;1;1;3;2;1932;82;8
16700;16100;2;2;3;1;1930;84;8
26682,748244;24400;2;1;3;1;1936;78;11
19630,636194;15150;1;1;3;1;1939;75;8
27996,652815;18000;1;1;3;2;1935;79;13
10030;9650;1;1;3;1;1954;60;8
19809,163204;18400;1;1;3;2;1963;51;13
3623,8243299;7800;1;1;3;2;1954;60;8
36560,159048;28600;2;1;3;2;1946;68;5
14305,951724;13200;2;1;3;1;1974;40;5
24900;18000;1;1;3;1;1942;72;8
20905,494005;19800;2;1;3;1;1940;74;5
30818,954241;28200;2;2;3;1;1975;39;18
40607,665418;30000;3;2;3;2;1948;66;8
16202,310179;15000;4;1;3;2;1964;50;8
15811,240529;12600;1;1;3;2;1948;66;8
26431,697163;22100;3;2;3;2;1971;43;13
24001,344684;25100;3;1;3;2;1967;47;13
22903,213183;22800;4;1;3;2;1976;38;13
11707,537298;10800;1;1;3;2;1950;64;5
25608,828174;24000;3;1;3;1;1980;34;13
6300;5430;2;1;3;2;1963;51;8
8905,8;11805,8;1;1;3;1;1965;49;8
24861,991689;17500;2;2;3;2;1946;68;5
33454,083549;25200;4;2;3;1;1954;60;8
14886,4586;17200;1;1;3;2;1937;77;5
18600;17400;3;1;3;1;1950;64;8
37422,993359;34900;3;2;3;2;1965;49;13
13102,993976;9420;1;1;3;2;1935;79;5
15019,501813;13300;1;1;3;1;1973;41;8
25251,645131;18110;4;2;3;2;1956;58;13
8178,309188;10800;1;1;3;2;1928;86;0
19521,223226;15300;4;1;3;1;1948;66;5
3601,6351598;3600;1;1;3;2;1956;58;8
16200,053469;10710;1;1;3;2;1956;58;8
13015,80448;10160;2;1;3;1;1961;53;11
34032,665743;16950;2;2;3;2;1955;59;13
15637,243285;13600;3;1;3;2;1935;79;5
16407,362734;12000;1;1;3;1;1950;64;8
18609,990447;12800;2;2;3;1;1931;83;5
15850;14400;2;1;3;2;1956;58;8
47329,498831;34600;3;3;3;1;1961;53;18
15705,160916;15200;2;1;3;2;1943;71;8
12600;11800;1;1;3;2;1935;79;5
26718,279591;24100;1;1;3;2;1935;79;18
17220;16200;1;1;3;2;1936;78;5
12204,787706;15400;1;1;3;1;1943;71;5
14280;15060;3;1;3;2;1950;64;8
25520;21180;8;2;3;2;1978;36;8
26500;20800;3;2;3;1;1947;67;5
10840;6300;3;2;3;1;1951;63;5
7800;8000;1;1;3;2;1941;73;5
11848,591832;12400;2;1;3;2;1953;61;13
58820,10575;39400;2;2;3;2;1955;59;18
19500;18800;1;1;3;2;1945;69;5
19540,875272;17700;1;1;3;1;1933;81;8
31200;25400;7;1;3;1;1963;51;8
47730,307108;38469,6;3;2;3;2;1959;55;13
41307,592965;33600;6;3;3;1;1972;42;18
26617,470072;22800;1;1;3;2;1946;68;18
19212,008474;16600;2;1;3;1;1949;65;8
18850;17400;2;1;3;1;1920;94;5
5642,9322252;12420;3;1;3;1;1950;64;8
2340;12000;5;1;3;1;1958;56;11
34512,828485;21600;4;2;3;1;1946;68;5
13372,866742;11400;1;1;3;2;1944;70;5
25734,629707;21600;2;1;3;1;1952;62;11
37049,547308;15300;2;2;3;1;1929;85;11
34635,121343;6000;2;2;3;1;1928;86;5
78143,876503;68600;3;3;3;1;1949;65;13
13924,087118;10029;4;3;3;2;1961;53;8
2010,9958446;9900;2;1;3;1;1959;55;5
52817,289009;72400;1;1;3;1;1956;58;21
32809,958446;33200;3;1;3;2;1962;52;11
36537,966757;37400;3;2;3;1;1961;53;8
25799,02099;25200;2;2;3;1;1945;69;5
39127,489611;58300;1;1;3;1;1959;55;13
20005,793193;8400;1;1;3;2;1950;64;8
48996,638523;21650;3;3;3;1;1947;67;13
33451,467504;6600;2;2;3;2;1952;62;8
19850,025842;9000;2;2;3;1;1934;80;5
44296,457708;19500;2;2;3;1;1975;39;18
20135,945741;14220;1;1;3;2;1937;77;0
41046,105519;33400;2;2;3;1;1942;72;11
44095,487402;12000;4;4;3;2;1944;70;0
42046,658977;14900;3;3;3;1;1940;74;5
35834,385597;17100;2;2;3;1;1953;61;8
8070,3956174;3960;1;1;3;2;1930;84;0
19818,379758;7900;1;1;3;2;1948;66;5
33298,534875;9960;4;3;3;2;1938;76;0
18736,489215;8400;3;2;3;2;1944;70;5
30343,037898;16860;1;1;3;2;1961;53;18
5661,9909309;9120;1;1;3;1;1962;52;8
22312,256299;9600;1;1;3;2;1958;56;13
26869,016561;20100;1;1;3;2;1941;73;13
32015,027654;27600;3;2;3;2;1960;54;18
23607,330563;31000;4;2;3;1;1966;48;8
11400;15600;1;1;3;2;1928;86;0
20500;15700;2;2;3;2;1957;57;8
34000;18000;4;2;3;1;1958;56;8
15629;14786;1;1;3;2;1935;79;5
18073,67699;13900;2;1;3;2;1970;44;8
14071,076835;10900;1;1;3;1;1955;59;11
24053,470895;15400;1;1;3;1;1947;67;8
25863,569777;18200;2;1;3;2;1958;56;13
27404,61049;22560;1;1;3;1;1969;45;13
26299,22919;15700;1;1;3;2;1976;38;13
44119,095884;10800;2;2;3;1;1946;68;5
16200;22720;1;1;3;1;1955;59;8
8564;8200;1;1;3;2;1935;79;5
35643,665282;42000;2;2;3;1;1960;54;11
14497,489611;11650;1;1;3;2;1943;71;11
17600;15800;1;1;3;2;1933;81;5
22150;20532;1;1;3;2;1928;86;5
30160;27000;2;2;3;2;1931;83;13
8640;8900;1;1;3;2;1939;75;5
15574;16180;2;1;3;1;1941;73;11
11283;9600;2;1;3;2;1934;80;5
12500;12000;2;1;3;2;1951;63;13
63877,983378;19700;2;2;3;1;1950;64;16
16825,500534;9600;1;1;3;2;1922;92;5
35903,665282;26500;2;1;3;1;1941;73;13
17037,449987;9100;1;1;3;2;1960;54;13
24123,258061;15448,557167;1;1;3;1;1975;39;13
27282,146981;20100;1;1;3;1;1973;41;13
21241,146049;14300;2;2;3;1;1937;77;5
81610;50300;7;6;3;1;1939;75;5
15049,580874;11700;1;1;3;2;1980;34;11
38409,723539;24000;2;2;3;2;1932;82;5
13896,087966;10060;1;1;3;1;1959;55;8
14867,556319;14150;1;1;3;2;1965;49;5
39615,290413;26000;3;2;3;1;1955;59;8
18522,388161;21060;4;1;3;1;1973;41;5
36827,618422;20000;2;2;3;2;1945;69;18
42524,544991;16800;3;2;3;1;1972;42;13
53419,776181;19200;2;2;3;1;1948;66;8
17416,793285;17000;3;1;3;1;1949;65;8
11433,076887;7200;1;1;3;2;1948;66;5
45269,396952;9600;2;2;3;2;1970;44;21
34353,958459;18000;2;2;3;2;1940;74;5
39254,937669;29000;2;2;3;1;1971;43;13
22744,613914;26160;2;1;3;1;1947;67;8
6003,2987534;26000;2;1;3;1;1957;57;8
49438,820424;27400;3;2;3;1;1948;66;18
83966,652815;37400;3;3;3;1;1953;61;5
34770,952799;27900;2;2;3;1;1943;71;5
27727,489611;21900;4;1;3;1;1962;52;13
59687,855078;12600;3;3;3;1;1960;54;21
55587,812067;26500;4;3;3;2;1965;49;13
16462,843804;12520;1;1;3;2;1939;75;5
39819,059464;32800;4;1;3;1;1974;40;8
31910,995845;28200;3;2;3;1;1969;45;13
27003,665282;29800;4;1;3;1;1971;43;13
30752,872617;34000;5;2;3;2;1978;36;13
17234,253766;10100;1;1;3;1;1970;44;11
15138,574384;8760;1;1;3;2;1946;68;8
7100;9600;1;1;3;1;1988;26;13
50874,523853;19969,6;3;2;3;1;1957;57;18
33600;7200;2;2;3;1;1946;68;13
23617,749246;17400;1;1;3;2;1948;66;13
78483,909842;61400;2;2;3;1;1950;64;18
31356,813014;25350;5;1;3;1;1966;48;13
21911,49649;16400;3;1;3;2;1975;39;8
12718,469782;9600;2;1;3;2;1942;72;5
6000;7200;4;1;3;2;1966;48;8
10965,301341;6720;1;1;3;2;1922;92;0
15472,407264;8160;1;1;3;2;1928;86;0
10131,955727;8880;2;1;3;1;1946;68;5
16558,790112;11760;1;1;3;1;1934;80;8
17383,785454;24980;4;1;3;2;1963;51;8
12271,166383;6600;1;1;3;2;1926;88;0
9433,5406138;7540;1;1;3;2;1927;87;5
5232,3862744;4840;1;1;3;1;1967;47;11
40077,294934;29100;2;2;3;1;1973;41;18
20227,909801;14400;2;2;3;1;1940;74;8
14403,954669;13800;2;2;3;1;1961;53;13
14548,209152;12960;2;2;3;1;1932;82;5
27711,895698;16400;3;3;3;2;1963;51;8
28817,782764;18300;4;2;3;1;1973;41;8
27931,169014;22560;4;2;3;1;1972;42;8
18260;11060;3;1;3;1;1944;70;5
28770,480034;18400;3;2;3;1;1976;38;18
54674,975719;27150;4;2;3;2;1968;46;21
11900,52919;12000;2;1;3;1;1952;62;8
46454,282277;15000;4;4;3;1;1950;64;13
40167,593351;38200;4;2;3;1;1977;37;13
37581,272387;61200;2;2;3;1;1945;69;13
26921,832641;27600;3;2;3;1;1947;67;13
24427,489611;32700;1;1;3;1;1937;77;18
20001,466113;17400;2;1;3;1;1954;60;13
37527,489611;21600;2;2;3;1;1934;80;5
70231,154893;14000;1;1;3;1;1934;80;5
58405,86445;17400;4;3;3;1;1960;54;13
11530,971468;10200;2;1;3;2;1954;60;8
12000;6000;1;1;3;1;1966;48;0
20737,089758;21080;5;1;3;2;1971;43;13
27690,138179;26700;3;1;3;2;1993;21;16
53998,209988;31890;3;2;3;1;1961;53;18
12025,041177;11600;1;1;3;2;1941;73;5
12634,569159;11400;1;1;3;1;1958;56;5
24334,503955;16800;3;1;3;2;1978;36;13
17425,271684;16900;4;1;3;2;1985;29;13
12025,029762;13000;1;1;3;2;1939;75;0
19200;8400;3;2;3;1;1990;24;8
18529,635566;16380;4;1;3;2;1979;35;13
30037,310141;21150;4;1;3;2;1981;33;13
26425,028097;18000;2;2;3;2;1988;26;13
22097,614414;18000;1;1;3;1;1969;45;18
11975,189494;10440;3;1;3;2;1964;50;8
11906,659503;13804;1;1;3;1;1949;65;5
24037,974367;15800;3;1;3;1;1981;33;13
40038,477103;24300;2;2;3;1;1976;38;13
12618,579465;10800;1;1;3;2;1930;84;8
21528,09879;20400;1;1;3;2;1924;90;5
14914,662226;10480;2;1;3;1;1931;83;0
14205,038542;13200;1;1;3;2;1938;76;8
12295,87311;11100;1;1;3;2;1937;77;0
58215,330666;18200;2;1;3;1;1962;52;18
13634,371634;22000;1;1;3;1;1976;38;18
3600;16800;1;1;3;1;1981;33;8
13010,657938;13220;2;1;3;2;1961;53;8
33340,766887;29600;2;1;3;2;1975;39;18
34517,494576;11700;3;2;3;1;1976;38;18
24311,235402;10400;2;1;3;2;1990;24;13
24334,10531;16800;3;1;3;2;1998;16;13
12075,578369;10800;1;1;3;1;1926;88;0
45100,669729;23100;1;1;3;1;1962;52;18
18037,989571;9400;1;1;3;2;1947;67;5
15625,016359;13200;2;1;3;1;1946;68;5
19958,572746;9120;2;1;3;1;1958;56;8
12638,430844;13600;1;1;3;1;1935;79;5
7471,2334186;6000;1;1;3;2;1960;54;5
11700,61167;5500;1;1;3;1;1921;93;5
40837,176665;16800;4;2;3;1;1972;42;18
30055,729201;13550;3;1;3;2;1982;32;8
17419,269004;12200;1;1;3;2;1957;57;8
21638,029194;7200;1;1;3;1;1976;38;16
23634,894306;10800;3;1;3;2;1968;46;8
7800;4800;1;1;3;1;1978;36;5
19237,025133;7200;1;1;3;2;1974;40;8
13361,638403;9810;1;1;3;2;1931;83;5
11780,390565;5400;1;1;3;1;1938;76;0
13970,266473;7200;2;1;3;2;1962;52;13
43350,787907;14340;2;2;3;1;1964;50;8
23400,967102;15600;4;2;3;2;1984;30;16
12514,604587;6200;1;1;3;1;1925;89;0
25635,954472;22800;4;1;3;2;1978;36;13
24377,042107;19800;4;1;3;2;1965;49;8
35025,648698;16400;3;2;3;2;1975;39;13
18010,964096;29600;1;1;3;2;1979;35;13
